2019/04/24 03:41:08.322235 [1;35m[INF][m GID 1, Init wallet.
2019/04/24 03:41:10.542307 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:11.556213 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:12.559427 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:12.833655 [1;35m[INF][m GID 109, [arbitrator] Main chain height:  508
2019/04/24 03:41:13.560102 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:14.560370 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:15.560668 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:16.561058 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:17.563004 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:18.564146 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:19.575497 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:20.576463 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:21.577184 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:22.578060 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:23.580173 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:24.580947 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:25.586789 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:26.587257 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:27.587753 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:28.590459 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:29.590890 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:30.591582 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:31.592199 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:32.592483 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:33.592940 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:34.593612 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:35.593898 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:36.594848 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:37.351543 [1;35m[INF][m GID 109, [arbitrator] Main chain height:  509
2019/04/24 03:41:37.595412 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:38.595959 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:39.596413 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:40.194768 [1;35m[INF][m GID 60, currentHeight: 283  chainHeight: 284
2019/04/24 03:41:40.195135 [1;32m[DBG][m GID 60, github.com/elastos/Elastos.ELA.Arbiter/rpc.GetWithdrawTransactionByHeight jsonrpc.go:178 [GetWithdrawTransactionByHeight] len transactions: 0 transactions: []
2019/04/24 03:41:40.199283 [1;35m[INF][m GID 60,  [SyncSideChain] Side chain [ XKUh4GLhFJiqAMTF6HyWQrV9pK9HcGUdfJ ] height:  284
2019/04/24 03:41:40.597103 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:41.597761 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:42.473707 [1;35m[INF][m GID 109, [arbitrator] Main chain height:  510
2019/04/24 03:41:42.598659 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:43.599087 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:44.599890 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:45.601588 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:46.602474 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:47.603945 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:48.605114 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:49.606158 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:50.606910 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:51.607422 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:52.608102 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:53.608500 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:54.608986 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:55.610194 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:56.628642 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:57.629066 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:58.640245 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:41:59.642135 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:00.642535 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:01.643679 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:01.864161 [1;35m[INF][m GID 109, [arbitrator] Main chain height:  511
2019/04/24 03:42:02.644383 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:03.647207 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:04.648455 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:05.649393 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:06.650124 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:07.651575 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:08.654950 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:08.786410 [1;35m[INF][m GID 111, Check and remove cross chain transactions from dbcache finished
2019/04/24 03:42:08.868885 [1;35m[INF][m GID 112, Warning side chain mining account:  EL8Zg6LiLPaC9eDQYre3syTqv2vBBig9Nd: 0 EXPtrFJSC689BEq8xfM6EBqoXJaNGmWSkc: 0 
2019/04/24 03:42:09.655565 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:10.657127 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:11.660570 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:12.661151 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:13.661985 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:14.663992 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:15.665346 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:16.666419 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:17.667138 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:18.212683 [1;35m[INF][m GID 60, currentHeight: 284  chainHeight: 285
2019/04/24 03:42:18.229718 [1;32m[DBG][m GID 60, github.com/elastos/Elastos.ELA.Arbiter/rpc.GetWithdrawTransactionByHeight jsonrpc.go:178 [GetWithdrawTransactionByHeight] len transactions: 0 transactions: []
2019/04/24 03:42:18.237132 [1;35m[INF][m GID 60,  [SyncSideChain] Side chain [ XKUh4GLhFJiqAMTF6HyWQrV9pK9HcGUdfJ ] height:  285
2019/04/24 03:42:18.668581 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:19.670204 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:20.671213 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:21.672887 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:22.673891 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:23.692507 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:24.696508 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:25.702144 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:26.704430 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:27.705142 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:28.705500 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:29.705969 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:30.707305 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:31.710761 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:32.716968 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:33.718194 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:34.724544 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:35.726512 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:36.728428 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:37.728876 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:37.957417 [1;35m[INF][m GID 109, [arbitrator] Main chain height:  512
2019/04/24 03:42:38.729223 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:39.729653 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:40.730332 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:41.732032 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:42.737616 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:43.738443 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:44.740398 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:45.741715 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:46.742645 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
2019/04/24 03:42:47.743283 [1;32m[DBG][m GID 61, github.com/elastos/Elastos.ELA.Arbiter/rpc.Call jsonrpc.go:349 POST requset err: Post http://ela-sidechain-token-:10144: dial tcp: lookup ela-sidechain-token-: no such host
